Accumulatedbenefitobligation,759.3,54,813.3,,,,,,,,,,
Fairvalueofplanassets,673.2,94.2,767.4,,,,,,,,,,
,,,,,,,,,,,,,
,2022,,2021,,,,,,,,,,
Discountrate,5.7,%,,3.08,%,,,,,,,,
,,,,,,,,,,,,,
,2022,,,2021,,,2020,,,,,,
Discountrate,,3.08,%,,2.81,%,,3.56,%,,,,
Expectedrateofreturnonassets,,5,%,,5,%,,7,%,,,,
Mortalitytable(a),"Pri-2012
(MP-2021Scale,Custom)",,,"Pri-2012
(MP-2021Scale,Custom)",,,"Pri-2012
(MP-2020Scale,Custom)",,,,,,
,,,,,,,,,,,,,
,2022,,,2021,,,Target,,,,,,
Equities,,26,%,,32,%,19,%,,,,,
DebtSecurities,,48,%,,49,%,45,%,,,,,
AbsoluteReturn,,26,%,,19,%,36,%,,,,,
,,,,,,,,,,,,,
(inmillions),2023,2024,2025,2026,2027,2028-2032,,,,,,,
Expectedbenefitpayments,$59.20 ,$57.90 ,$57.60 ,$54.40 ,$52.80 ,$229.40 ,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Netperiodicbenefitcost:,,,,,,,,,,,,,
Interestcost,$23.70 ,$30.70 ,$37.10 ,,,,,,,,,,
Expectedreturnonplanassets,33.8,48,61.1,,,,,,,,,,
Amortizationofpriornetlosses,8.6,12.1,14.3,,,,,,,,,,
Amortizationofpriornetservicecredit,0.4,0.4,0.4,,,,,,,,,,
Settlement-Annuitization(s),—,54.9,—,,,,,,,,,,
Settlements-AllOthers,12.1,9.8,3.6,,,,,,,,,,
Netperiodicpensioncost(benefit),$10.20 ,$59.10 ,$ (6.5,,,,,,,,,,
"Otherchangesinplanassetsandbenefitobligationsrecognizedinother
comprehensiveloss(income):",,,,,,,,,,,,,
Netactuarial(gains)lossesandotheradjustments,$62.40 ,$112.70 ,$ (216.7,,,,,,,,,,
Settlement-Annuitization(s),—,54.9,—,,,,,,,,,,
Settlements-AllOthers,12.1,9.8,3.6,,,,,,,,,,
Amortizationofpriornetlosses,8.6,12.1,14.3,,,,,,,,,,
Amortizationofpriornetservicecredit,0.4,0.4,0.4,,,,,,,,,,
Totalrecognizedinothercomprehensiveloss(income),$42.10 ,$36.30 ,$ (234.2,,,,,,,,,,
"Totalrecognizedinnetperiodicbenefitcostandothercomprehensive
loss(income)",$52.30 ,$95.40 ,$ (240.7,,,,,,,,,,
,,,,,,,,,,,,,
,"PensionAssetsatFairValueasofDecember31,2022",,,,,,,,,,,,
(inmillions),Total,Level1,Level2,Level3,,,,,,,,,
Equities,$2.50 ,$2.50 ,$ —,$ —,,,,,,,,,
Privateequities,19.1,—,—,19.1,,,,,,,,,
Fixedincome:,,,,,,,,,,,,,
Corporateandother,8.2,—,—,8.2,,,,,,,,,
Government,158.7,63.2,95.5,—,,,,,,,,,
Interestbearing,54.2,53,1.2,—,,,,,,,,,
InvestmentsmeasuredatNAV(a),245.2,—,—,—,,,,,,,,,
Totalplanassets,$487.90 ,$118.70 ,$96.70 ,$27.30 ,,,,,,,,,
,,,,,,,,,,,,,
,"PensionAssetsatFairValueasofDecember31,2021",,,,,,,,,,,,
(inmillions),Total,Level1,Level2,Level3,,,,,,,,,
Equities,$59.00 ,$59.00 ,$ —,$ —,,,,,,,,,
Privateequities,18.6,—,—,18.6,,,,,,,,,
Fixedincome:,,,,,,,,,,,,,
Corporateandother,81.4,—,73.4,8,,,,,,,,,
Government,206.2,8.2,198,—,,,,,,,,,
Interestbearing,58.9,57.5,1.4,—,,,,,,,,,
InvestmentsmeasuredatNAV(a),343.3,,,,,,,,,,,,
Totalplanassets,$767.40 ,$124.70 ,$272.80 ,$26.60 ,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),PrivateEquities,Fixedincome,TotalLevel3,,,,,,,,,,
"BalanceatDecember31,2020",$36.90 ,$8.40 ,$45.30 ,,,,,,,,,,
Purchases,1,0.8,1.8,,,,,,,,,,
Sales,24.4,1.3,25.7,,,,,,,,,,
Unrealizedlosses,5.1,0.1,5.2,,,,,,,,,,
"BalanceatDecember31,2021",$18.60 ,$8.00 ,$26.60 ,,,,,,,,,,
Sales,0.8,1.5,2.3,,,,,,,,,,
Unrealizedgain,1.3,1.7,3,,,,,,,,,,
"BalanceatDecember31,2022",$19.10 ,$8.20 ,$27.30 ,,,,,,,,,,
,,,,,,,,,,,,,
,FairvalueestimatedusingNetAssetValueperShare,,,,,,,,,,,,
(inmillions),FairValue,"Unfunded
Commitments","Redemption
Frequency","RedemptionNotice
Period",,,,,,,,,
Privateequities(a),$65.60 ,$4.70 ,Redemptionsnotpermitted,,,,,,,,,,
Fixedincome(b),23.6,—,Redemptionsnotpermitted,,,,,,,,,,
Equities(c),114,—,"Daily,Monthly,
Quarterly",5-60days,,,,,,,,,
Absolutereturn(d),42,—,"Monthly,Quarterly,
Semi-Annually",5-180days,,,,,,,,,
Total,$245.20 ,,,,,,,,,,,,
,,,,,,,,,,,,,
,FairvalueestimatedusingNetAssetValueperShare,,,,,,,,,,,,
(inmillions),FairValue,"Unfunded
Commitments","Redemption
Frequency","RedemptionNotice
Period",,,,,,,,,
Privateequities(a),$122.70 ,$7.50 ,Redemptionsnotpermitted,,,,,,,,,,
Fixedincome(b),41.5,—,"Monthly,Quarterly",35-90days,,,,,,,,,
Equities(c),59,—,"Monthly,Quarterly",3-60days,,,,,,,,,
Absolutereturn(d),120.1,—,"Monthly,Quarterly",5-90days,,,,,,,,,
Total,$343.30 ,,,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Healthandwelfare,$490.00 ,$485.20 ,$488.70 ,,,,,,,,,,
Pension,111.1,114.5,123.6,,,,,,,,,,
Total,$601.10 ,$599.70 ,$612.30 ,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,ExpirationDate,,,,,,,
,,,,Funding,,ofCollective-,,,,,,,
,,PensionProtectionZoneStatus(b),,Improvementor,Employer,Bargaining,,,,,,,
PensionFund(a),EINNumber,2022,2021,RehabilitationPlan,SurchargeImposed,Agreement,,,,,,,
"CentralStates,Southeast
andSouthwestAreas
PensionFund",36-6044243,"Criticaland
Declining","Criticaland
Declining",Yes,No,3/31/2024,,,,,,,
"TeamstersNational
401(k)SavingsPlan(c)",52-1967784,N/A,N/A,N/A,No,3/31/2024,,,,,,,
"RoadCarriersLocal707
PensionFund",51-6106510,"Criticaland
Declining","Criticaland
Declining",Yes,No,3/31/2024,,,,,,,
"TeamstersLocal641
PensionFund",22-6220288,"Criticaland
Declining","Criticaland
Declining",Yes,No,3/31/2024,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
"CentralStates,SoutheastandSouthwestAreasPensionFund",$63.00 ,$68.40 ,$69.00 ,,,,,,,,,,
TeamstersNational401(k)SavingsPlan,21.7,18.9,17.5,,,,,,,,,,
RoadCarriersLocal707PensionFund,1.9,1.9,1.9,,,,,,,,,,
TeamstersLocal641PensionFund,1.7,1.9,1.9,,,,,,,,,,
,,,,,,,,,,,,,
"AsofDecember31,2022(inmillions)",ParValue,Discount,"Commitment
Fee","Debt
Issuance
Costs",BookValue,,"Effective
Interest
Rate",,,,,,
USTLoanTrancheA(a),$325.70 ,$ —,$8.20 ,$2.20 ,$315.30 ,(b),,6.3,%,,,,
USTLoanTrancheB,400,—,11,2.9,386.1,(b),,6.5,%,,,,
TermLoan(a),569.1,8.4,—,3.9,556.8,(c),,9.5,%,,,,
ABLFacility,—,—,—,—,—,,N/A,,,,,,
SecuredSecondA&RCDA,23.5,—,—,—,23.5,,,7.7,%,,,,
UnsecuredSecondA&RCDA,42.5,—,—,—,42.5,,,7.7,%,,,,
Leasefinancingobligations,213.9,—,—,0.1,213.8,(d),,17.6,%,,,,
Totaldebt,"$1,574.70 ",$8.40 ,$19.20 ,$9.10 ,"$1,538.00 ",,,,,,,,
CurrentmaturitiesofTermLoan,—,—,—,—,—,,,,,,,,
"CurrentmaturitiesofSecuredandUnsecured
SecondA&RCDA",66.0),—,—,—,66.0),,,,,,,,
Currentmaturitiesofleasefinancingobligations,5.8),—,—,—,5.8),,,,,,,,
"Long-termdebt,lesscurrentportion","$1,502.90 ",$8.40 ,$19.20 ,$9.10 ,"$1,466.20 ",,,,,,,,
,,,,,,,,,,,,,
"AsofDecember31,2021(inmillions)",ParValue,Discount,"Commitment
Fee","Debt
Issuance
Costs",BookValue,,"Effective
Interest
Rate",,,,,,
USTLoanTrancheA(a),$311.40 ,$ —,$12.90 ,$3.40 ,295.1,(b),,6.4,%,,,,
USTLoanTrancheB,400,—,17.3,4.5,378.2,(b),,6.5,%,,,,
TermLoan,612.5,15.0),—,6.6,590.9,(c),,9.5,%,,,,
ABLFacility,—,—,—,—,—,,N/A,,,,,,
SecuredSecondA&RCDA,24.1,—,—,—,24.1,,,7.7,%,,,,
UnsecuredSecondA&RCDA,42.5,—,—,0.1,42.4,,,7.7,%,,,,
Leasefinancingobligations,224,—,—,0.2,223.8,(d),,17.4,%,,,,
Totaldebt,"$1,614.50 ",$ 15.0),$30.20 ,$14.80 ,"$1,554.50 ",,,,,,,,
"CurrentmaturitiesofUnsecuredSecondA&R
CDA",1.5),—,—,—,1.5,,,,,,,,
"CurrentmaturitiesofSecuredandUnsecured
SecondA&RCDA",66.6),—,—,0.1,66.5,,,,,,,,
Currentmaturitiesofleasefinancingobligations,4.3),—,—,—,4.3,,,,,,,,
"Long-termdebt,lesscurrentportion","$1,542.10 ",$ 15.0),$30.20 ,$14.70 ,"$1,482.20 ",,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,,,,,,,,,,,
Cashandcashequivalents,$235.10 ,$310.70 ,,,,,,,,,,,
Less:amountsplacedintorestrictedcashsubsequenttoyear-end,—,—,,,,,,,,,,,
ManagedAccessibility,6.7,48.1,,,,,,,,,,,
TotalcashandcashequivalentsandManagedAccessibility,$241.80 ,$358.80 ,,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),"UST
TrancheA(a)","USTTranche
B",TermLoan,ABLFacility,"SecondA&R
CDA","Lease
Financing
Obligations(b)",Total,,,,,,
2023,$ —,$ —,$ —,$ —,$66.00 ,$5.80 ,$71.80 ,,,,,,
2024,325.7,400,569.1,—,—,4.4,"1,299.20",,,,,,
2025,—,—,—,—,—,4.1,4.1,,,,,,
2026,—,—,—,—,—,0.6,0.6,,,,,,
2027,—,—,—,—,—,—,—,,,,,,
Thereafter,—,—,—,—,—,199,199,,,,,,
Total,$325.70 ,$400.00 ,$569.10 ,$ —,$66.00 ,$213.90 ,"$1,574.70 ",,,,,,
,,,,,,,,,,,,,
,"December31,2022",,"December31,2021",,,,,,,,,,
(inmillions),BookValue,FairValue,BookValue,FairValue,,,,,,,,,
USTLoans,$701.40 ,$703.60 ,$673.30 ,$636.50 ,,,,,,,,,
TermLoan,556.8,523.6,590.9,612.9,,,,,,,,,
SecondA&RCDA,66,66.3,66.5,66.6,,,,,,,,,
Leasefinancingobligations,213.8,213.7,223.8,223.7,,,,,,,,,
Totaldebt,"$1,538.00 ","$1,507.20 ","$1,554.50 ","$1,539.70 ",,,,,,,,,
,,,,,,,,,,,,,
Leases(inmillions),"December31,2022","December31,2021",,,,,,,,,,,
Assets,,,,,,,,,,,,,
Operatingleaseright-of-useassets,$139.70 ,$184.80 ,,,,,,,,,,,
Liabilities,,,,,,,,,,,,,
Current,,,,,,,,,,,,,
Currentoperatingleaseliabilities,$53.10 ,$76.50 ,,,,,,,,,,,
Noncurrent,,,,,,,,,,,,,
Operatingleaseliabilities,94.6,118.9,,,,,,,,,,,
Totalleaseliabilities,$147.70 ,$195.40 ,,,,,,,,,,,
,,,,,,,,,,,,,
LeaseCost(inmillions),"YearEnded
December31,2022","YearEnded
December31,2021",,,,,,,,,,,
Operatingleasecost(a),$95.70 ,$133.30 ,,,,,,,,,,,
Short-termcost(b),27.3,30.1,,,,,,,,,,,
Variableleasecost(b),9.6,10.8,,,,,,,,,,,
Totalleasecost,$132.60 ,$174.20 ,,,,,,,,,,,
,,,,,,,,,,,,,
RemainingMaturitiesofLeaseLiabilities(inmillions),OperatingLeases,,,,,,,,,,,,
2023,$67.00 ,,,,,,,,,,,,
2024,34.6,,,,,,,,,,,,
2025,23.1,,,,,,,,,,,,
2026,18.8,,,,,,,,,,,,
2027,15.5,,,,,,,,,,,,
After2027,39.6,,,,,,,,,,,,
Totalleasepayments,$198.60 ,,,,,,,,,,,,
Less:Imputedinterest,50.9,,,,,,,,,,,,
Presentvalueofleaseliabilities,$147.70 ,,,,,,,,,,,,
,,,,,,,,,,,,,
LeaseTermandDiscountRate,2022,,,2021,,,,,,,,,
Weighted-averageremainingleaseterm-operatingleases(years),,5.4,,4,,,,,,,,,
Weighted-averagediscountrate-operatingleases,,10.7,%,11.6,%,,,,,,,,
,,,,,,,,,,,,,
OtherInformation(inmillions),"YearEnded
December31,2022","YearEnded
December31,2021",,,,,,,,,,,
Cashpaidforamountsincludedinthemeasurementofleaseliabilities,,,,,,,,,,,,,
Operatingcashflowsfromoperatingleases,$95.30 ,$136.30 ,,,,,,,,,,,
Leasedassetsobtainedinexchangefornewoperatingleaseliabilities,7.7,18.3,,,,,,,,,,,
,,,,,,,,,,,,,
,"Shares/units
(inthousands)",,"Weighted
Average
Grant-Date
FairValue",,,,,,,,,,
"UnvestedatDecember31,2019",,993,$9.50 ,,,,,,,,,,
Granted,,"1,656",2.12,,,,,,,,,,
Vestedanddistributed,,820,5.44,,,,,,,,,,
Forfeited,,258,2.96,,,,,,,,,,
"UnvestedatDecember31,2020",,"1,571",4.9,,,,,,,,,,
Granted,,"1,151",7.21,,,,,,,,,,
Vestedanddistributed,,709,5.28,,,,,,,,,,
Forfeited,,239,3.21,,,,,,,,,,
"UnvestedatDecember31,2021",,"1,774",6.48,,,,,,,,,,
Granted,,662,9.39,,,,,,,,,,
Vestedanddistributed,,580,5.69,,,,,,,,,,
Forfeited,,81,9.8,,,,,,,,,,
"UnvestedatDecember31,2022",,"1,775",$7.65 ,,,,,,,,,,
,,,,,,,,,,,,,
,Shares/units(inthousands),,,,,,,,,,,,
VestingTerms,2022,,2021,,2020,,,,,,,,
"33.3%within30daysand33.3%onthe1and2yearanniversaryofgrant
date",,151,,494,,12,,,,,,,
20%peryearforfiveyears,,150,,492,,—,,,,,,,
100%immediately,,77,,135,,129,,,,,,,
"25%immediatelyand25%onthe1,2and3yearanniversaryofgrant
date",,—,,—,,"1,500",,,,,,,
Othervariousvestingterms,,284,,30,,15,,,,,,,
Totalrestrictedstockandstockunitsgranted,,662,,"1,151",,"1,656",,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021(a),,,,,,,,,,,
Depreciation,$146.80 ,$104.50 ,,,,,,,,,,,
Operatingleaseright-of-useassets,35.1,42.1,,,,,,,,,,,
"Other,includingdebtandinterest",19.5,16.4,,,,,,,,,,,
Deferredtaxliabilities,201.4,163,,,,,,,,,,,
Claimsandinsurance,90.6,88.6,,,,,,,,,,,
Netoperatinglosscarryforwards,229.7,202.5,,,,,,,,,,,
Section163(j)interestlimitationcarryforwards,50.3,11.2,,,,,,,,,,,
Employeebenefitaccruals,66.9,55.6,,,,,,,,,,,
Leasefinancingobligations,53.3,50.8,,,,,,,,,,,
Operatingleaseliabilities,39.3,46.3,,,,,,,,,,,
Employerpayrolltaxes,—,9.7,,,,,,,,,,,
"Other,includingdebtandinterest",17.1,27.8,,,,,,,,,,,
Deferredtaxassets,547.2,492.5,,,,,,,,,,,
Valuationallowance,345.5,328.1,,,,,,,,,,,
Netdeferredtaxassets,201.7,164.4,,,,,,,,,,,
Netdeferredtaxasset,$0.30 ,$1.40 ,,,,,,,,,,,
,,,,,,,,,,,,,
,2022,,2021,,2020,,,,,,,,
Federalstatutoryrate,21,%,21,%,21,%,,,,,,,
"Stateincometaxes,net",6,%,1.1,,1.2,,,,,,,,
Foreigntaxratedifferential,5.6,%,1.3,,1,,,,,,,,
Non-deductibledebtcosts,8.7,%,2.2,,1.6,,,,,,,,
Non-deductiblecompensation,4.6,%,0.5,,1,,,,,,,,
Otherpermanentdifferences,4.9,%,0.3,,0.3,%,,,,,,,
Effectoflawandratechanges,54.8,,4.6,,4.6,,,,,,,,
Valuationallowance,21,%,14.1,,15.1,,,,,,,,
Benefitfromintraperiodtaxallocation,(—,,—,%,20,%,,,,,,,
Netchangeinunrecognizedtaxbenefits,0.1,,0.3,%,8.9,%,,,,,,,
"Other,net(primarilyprioryearreturntoprovision)",0.8,%,0.1,,1.1,%,,,,,,,
Effectivetaxrate,17.7,%,2.9,,26.8,%,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Current:,,,,,,,,,,,,,
Federal,$ —,$ —,$6.20 ,,,,,,,,,,
State,2.4,1.4,0.4,,,,,,,,,,
Foreign,2.7,2.2,1.1,,,,,,,,,,
Currentincometaxexpense(benefit),5.1,3.6,4.7,,,,,,,,,,
,,,,,,,,,,,,,
Deferred:,,,,,,,,,,,,,
Federal,—,—,9.4,,,,,,,,,,
State,—,—,5.2,,,,,,,,,,
Foreign,0.4,0.5,0.3,,,,,,,,,,
Deferredincometaxbenefit,0.4,0.5,14.9,,,,,,,,,,
,,,,,,,,,,,,,
Incometaxexpense(benefit),$4.70 ,$3.10 ,$19.60 ,,,,,,,,,,
,,,,,,,,,,,,,
Basedontheincome(loss)beforeincometaxes:,,,,,,,,,,,,,
Domestic,$19.00 ,$111.30 ,$77.40 ,,,,,,,,,,
Foreign,7.5,5.3,4.3,,,,,,,,,,
Income(Loss)beforeincometaxes,$26.50 ,$106.00 ,$73.10 ,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,,,,,,,,,,,
UnrecognizedtaxbenefitsatJanuary1,$40.40 ,$40.70 ,,,,,,,,,,,
,,,,,,,,,,,,,
Increasesrelatedto:,,,,,,,,,,,,,
Taxpositionstakenduringapriorperiod,0.1,—,,,,,,,,,,,
Taxpositionstakenduringthecurrentperiod,0.3,0.3,,,,,,,,,,,
,,,,,,,,,,,,,
Decreasesrelatedto:,,,,,,,,,,,,,
Taxpositionstakenduringapriorperiod,—,—,,,,,,,,,,,
Lapseofapplicablestatuteoflimitations,7.3,0.6,,,,,,,,,,,
,,,,,,,,,,,,,
UnrecognizedtaxbenefitsatDecember31,$33.50 ,$40.40 ,,,,,,,,,,,
,,,,,,,,,,,,,
Statuteremainsopen,2014-2021,,,,,,,,,,,,
Taxyearsnotexamined,2014-2022,,,,,,,,,,,,
,,,,,,,,,,,,,
CommonShares(inthousands),2022,,2021,,2020,,,,,,,,
Beginningbalance,,"50,955",,"50,192",,"33,715",,,,,,,
Equityissuance-USTcommitmentfee,,—,,—,,"15,944",,,,,,,
"Issuanceofequityawards,net",,646,,763,,533,,,,,,,
Endingbalance,,"51,601",,"50,955",,"50,192",,,,,,,
,,,,,,,,,,,,,
"(dollarsinmillions,exceptpersharedata,sharesandstockunitsin
thousands)",2022,2021,2020,,,,,,,,,,
Basicanddilutivenetincome(loss),$21.80 ,$109.10 ,$53.50 ,,,,,,,,,,
,,,,,,,,,,,,,
Basicweightedaveragesharesoutstanding,"51,346","50,720","41,694",,,,,,,,,,
Effectofdilutivesecurities:,,,,,,,,,,,,,
Unvestedsharesandstocksunits(a),887,—,—,,,,,,,,,,
Dilutiveweightedaveragesharesoutstanding,"52,233","50,720","41,694",,,,,,,,,,
,,,,,,,,,,,,,
Basicearnings(loss)pershare(b),$0.42 ,$2.15 ,$1.28 ,,,,,,,,,,
Dilutedearnings(loss)pershare(b),$0.42 ,$2.15 ,$1.28 ,,,,,,,,,,
,,,,,,,,,,,,,
(sharesinthousands),2022,,2021,,2020,,,,,,,,
Anti-dilutiveunvestedsharesandoptions,,552,,172,,123,,,,,,,
